,job_title,department,salary,Join Date
28974,CULTURAL AFFAIRS COORD II,CULTURAL AFFAIRS,$59796.0,2000-01-04 00:00:00
28975,FIREFIGHTER-EMT,FIRE,$79140.0,2000-11-07 00:00:00
28976,FIRE ENGINEER-EMT,FIRE,$95076.0,2000-10-09 00:00:00
28977,REFUSE COLLECTION COORD,STREETS & SAN,$91404.0,2000-12-11 00:00:00
28978,POLICE OFFICER,POLICE,$78012.0,2000-08-01 00:00:00
28979,POLICE OFFICER,POLICE,$75372.0,2000-07-03 00:00:00
28980,INTAKE AIDE,IPRA,$60600.0,2000-01-12 00:00:00
28981,WATCHMAN,GENERAL SERVICES,$43097.6,2000-05-11 00:00:00
28982,POLICE OFFICER,POLICE,$75372.0,2000-10-15 00:00:00
28983,POLICE OFFICER,POLICE,$75372.0,2000-08-24 00:00:00
28984,MOTOR TRUCK DRIVER,STREETS & SAN,$71468.8,2000-11-13 00:00:00
28985,POLICE OFFICER,POLICE,$65016.0,2000-05-11 00:00:00
28986,ELECTRICAL MECHANIC (AUTOMOTIVE),GENERAL SERVICES,$89440.0,2000-08-12 00:00:00
28987,PUBLIC HEALTH ADMINISTRATOR III,HEALTH,$77280.0,2000-04-24 00:00:00
28988,FIREFIGHTER,FIRE,$83982.0,2000-12-11 00:00:00
28989,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,$96262.4,2000-07-10 00:00:00
28990,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,$84756.0,2000-12-25 00:00:00
28991,AVIATION SECURITY OFFICER - HOURLY,AVIATION,$21902.4,2000-03-16 00:00:00
28992,POLICE OFFICER,POLICE,$80724.0,2000-04-15 00:00:00
28993,POLICE OFFICER,POLICE,$78012.0,2000-03-08 00:00:00
28994,POLICE OFFICER,POLICE,$78012.0,2000-12-27 00:00:00
28995,FIREFIGHTER-EMT,FIRE,$81906.0,2000-06-27 00:00:00
28996,HOUSE DRAIN INSPECTOR,WATER MGMNT,$98028.0,2000-09-19 00:00:00
28997,AVIATION SECURITY OFFICER,AVIATION,$76452.0,2000-06-12 00:00:00
28998,PROGRAM DIR,HEALTH,$73020.0,2000-02-10 00:00:00
28999,ASST DIR,POLICE,$76980.0,2000-02-03 00:00:00
29000,POLICE OFFICER,POLICE,$80724.0,2000-09-01 00:00:00
29001,DETENTION AIDE,POLICE,$57900.0,2000-06-02 00:00:00
29002,FINANCE OFFICER,HEALTH,$63588.0,2000-03-08 00:00:00
29003,POLICE COMMUNICATIONS OPERATOR I,OEMC,$51216.0,2000-07-18 00:00:00
29004,LIBRARY PAGE,PUBLIC LIBRARY,$11044.8,2000-11-19 00:00:00
29005,CROSSING GUARD - PER AGREEMENT,POLICE,$16317.6,2000-11-04 00:00:00
29006,POLICE OFFICER,POLICE,$80724.0,2000-10-06 00:00:00
29007,TRAFFIC CONTROL AIDE,OEMC,$60648.0,2000-03-03 00:00:00
29008,TREE TRIMMER,STREETS & SAN,$73008.0,2000-02-12 00:00:00
29009,POLICE OFFICER,POLICE,$78012.0,2000-10-22 00:00:00
29010,PARAMEDIC I/C,FIRE,$93192.0,2000-09-27 00:00:00
29011,SUPVSR OF PAYMENT CENTER,CITY CLERK,$84780.0,2000-09-25 00:00:00
29012,BATTALION CHIEF - EMT,FIRE,$132720.0,2000-01-24 00:00:00
29013,OPERATING ENGINEER-GROUP C,WATER MGMNT,$91457.6,2000-08-28 00:00:00
29014,AVIATION COMMUNICATIONS OPERATOR,OEMC,$53628.0,2000-07-10 00:00:00
29015,CUSTODIAL WORKER,AVIATION,$41537.6,2000-02-22 00:00:00
29016,SANITATION CLERK,STREETS & SAN,$66024.0,2000-01-13 00:00:00
29017,POLICE OFFICER,POLICE,$78012.0,2000-12-19 00:00:00
29018,DISTRICT CLERK,WATER MGMNT,$47208.0,2000-05-16 00:00:00
29019,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-05-01 00:00:00
29020,POLICE OFFICER,POLICE,$80724.0,2000-10-23 00:00:00
29021,POLICE OFFICER,POLICE,$78012.0,2000-09-20 00:00:00
29022,HOISTING ENGINEER - MECHANIC,GENERAL SERVICES,$102128.0,2000-06-13 00:00:00
29023,FIRE ENGINEER-PARAMEDIC,FIRE,$100182.0,2000-04-09 00:00:00
29024,FIRE ENGINEER,FIRE,$87372.0,2000-07-23 00:00:00
29025,FIRE ENGINEER,FIRE,$93192.0,2000-08-28 00:00:00
29026,POLICE OFFICER (ASGND AS MOUNTED PATROL OFFICER),POLICE,$81900.0,2000-02-05 00:00:00
29027,POLICE COMMUNICATIONS OPERATOR II,OEMC,$73032.0,2000-01-05 00:00:00
29028,ELECTRICAL MECHANIC,TRANSPORTN,$89440.0,2000-01-03 00:00:00
29029,POLICE COMMUNICATIONS OPERATOR II,OEMC,$73032.0,2000-12-20 00:00:00
29030,POLICE OFFICER,POLICE,$71748.0,2000-12-06 00:00:00
29031,AVIATION SECURITY OFFICER,AVIATION,$69708.0,2000-12-10 00:00:00
29032,POLICE OFFICER,POLICE,$78012.0,2000-07-04 00:00:00
29033,CHIEF,POLICE,$185004.0,2000-03-20 00:00:00
29034,FIREFIGHTER-EMT,FIRE,$79140.0,2000-08-23 00:00:00
29035,ELECTRICAL MECHANIC (AUTOMOTIVE),GENERAL SERVICES,$89440.0,2000-12-17 00:00:00
29036,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$90738.0,2000-01-23 00:00:00
29037,LIEUTENANT,FIRE,$102978.0,2000-09-13 00:00:00
29038,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-11-17 00:00:00
29039,CAPTAIN,POLICE,$125790.0,2000-11-11 00:00:00
29040,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-10-03 00:00:00
29041,STREET LIGHT REPAIR WORKER,TRANSPORTN,$93288.0,2000-10-25 00:00:00
29042,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-06-28 00:00:00
29043,POLICE OFFICER,POLICE,$75372.0,2000-06-05 00:00:00
29044,POLICE OFFICER,POLICE,$65016.0,2000-08-12 00:00:00
29045,LIEUTENANT,FIRE,$102978.0,2000-07-27 00:00:00
29046,PERSONAL COMPUTER OPERATOR I,POLICE,$50280.0,2000-09-07 00:00:00
29047,FIREFIGHTER-EMT,FIRE,$79140.0,2000-07-15 00:00:00
29048,POLICE COMMUNICATIONS OPERATOR II,OEMC,$73032.0,2000-10-02 00:00:00
29049,COMPUTER APPL ANALYST II-ELECTIONS,BOARD OF ELECTION,$74064.0,2000-11-19 00:00:00
29050,ACCOUNTANT I,FINANCE,$69300.0,2000-06-25 00:00:00
29051,LIBRARIAN I,PUBLIC LIBRARY,$69300.0,2000-11-01 00:00:00
29052,A/MGR OF MIS-ELECTIONS,BOARD OF ELECTION,$94932.0,2000-01-16 00:00:00
29053,DEPUTY CHIEF ADMINISTRATIVE OFFICER,BOARD OF ELECTION,$121368.0,2000-11-28 00:00:00
29054,COMPUTER APPL ANALYST I-ELECTIONS,BOARD OF ELECTION,$46860.0,2000-05-26 00:00:00
29055,SENIOR CLERK-ELECTIONS,BOARD OF ELECTION,$49236.0,2000-06-02 00:00:00
29056,ACCOUNTANT III,PUBLIC LIBRARY,$83640.0,2000-11-23 00:00:00
29057,DATA ENTRY OPERATOR,POLICE,$37704.0,2000-01-09 00:00:00
29058,POLICE OFFICER,POLICE,$78012.0,2000-06-28 00:00:00
29059,POLICE OFFICER,POLICE,$71748.0,2000-08-03 00:00:00
29060,GARAGE ATTENDANT,GENERAL SERVICES,$45676.8,2000-10-10 00:00:00
29061,LIBRARY PAGE,PUBLIC LIBRARY,$11627.2,2000-08-04 00:00:00
29062,PUBLIC HEALTH ADMINISTRATOR I,HEALTH,$60600.0,2000-05-22 00:00:00
29063,POLICE OFFICER,POLICE,$83706.0,2000-12-24 00:00:00
29064,POLICE OFFICER,POLICE,$83706.0,2000-09-02 00:00:00
29065,ASST CHIEF OPERATING ENGINEER,AVIATION,$105892.8,2000-06-25 00:00:00
29066,COURT FILE CLERK,LAW,$55212.0,2000-03-16 00:00:00
29067,POLICE OFFICER,POLICE,$80724.0,2000-09-16 00:00:00
29068,SANITATION LABORER,STREETS & SAN,$70969.6,2000-01-07 00:00:00
29069,SENIOR AIR MASK TECHNICIAN,FIRE,$83220.0,2000-06-26 00:00:00
29070,COOLING PLANT INSPECTOR,BUILDINGS,$97760.04,2000-08-18 00:00:00
29071,POLICE OFFICER,POLICE,$83706.0,2000-11-02 00:00:00
29072,POLICE OFFICER,POLICE,$78012.0,2000-09-21 00:00:00
29073,FIREFIGHTER/PARAMEDIC,FIRE,$83856.0,2000-10-10 00:00:00
29074,POLICE OFFICER,POLICE,$80724.0,2000-04-14 00:00:00
29075,POLICE OFFICER,POLICE,$78012.0,2000-03-19 00:00:00
29076,FIREFIGHTER-EMT,FIRE,$79140.0,2000-01-03 00:00:00
29077,POLICE OFFICER,POLICE,$80724.0,2000-11-19 00:00:00
29078,STORES LABORER,TRANSPORTN,$76960.0,2000-06-19 00:00:00
29079,POLICE OFFICER,POLICE,$65016.0,2000-01-24 00:00:00
29080,POLICE OFFICER,POLICE,$75372.0,2000-08-26 00:00:00
29081,POLICE OFFICER,POLICE,$78012.0,2000-03-03 00:00:00
29082,POLICE OFFICER,POLICE,$75372.0,2000-12-14 00:00:00
29083,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-10-28 00:00:00
29084,ELECTRICAL MECHANIC,WATER MGMNT,$89440.0,2000-08-14 00:00:00
29085,MOTOR TRUCK DRIVER,STREETS & SAN,$71468.8,2000-01-18 00:00:00
29086,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$82416.0,2000-04-03 00:00:00
29087,POLICE OFFICER,POLICE,$80724.0,2000-05-10 00:00:00
29088,POLICE OFFICER,POLICE,$80724.0,2000-09-14 00:00:00
29089,PARKING ENFORCEMENT AIDE,FINANCE,$45924.0,2000-04-01 00:00:00
29090,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-04-09 00:00:00
29091,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-11-01 00:00:00
29092,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-11-06 00:00:00
29093,PAINTER,STREETS & SAN,$84760.0,2000-04-03 00:00:00
29094,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-07-28 00:00:00
29095,SANITATION LABORER,STREETS & SAN,$70969.6,2000-03-06 00:00:00
29096,LAW CLERK,LAW,$25152.4,2000-03-09 00:00:00
29097,POLICE OFFICER,POLICE,$83706.0,2000-10-18 00:00:00
29098,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-07-11 00:00:00
29099,POLICE OFFICER,POLICE,$78012.0,2000-03-03 00:00:00
29100,POLICE OFFICER,POLICE,$65016.0,2000-01-02 00:00:00
29101,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-12-06 00:00:00
29102,FIRE ENGINEER-EMT,FIRE,$95076.0,2000-10-21 00:00:00
29103,POLICE OFFICER,POLICE,$78012.0,2000-02-16 00:00:00
29104,FIELD SERVICE SPECIALIST III,TRANSPORTN,$75888.0,2000-12-14 00:00:00
29105,POLICE OFFICER,POLICE,$78012.0,2000-07-14 00:00:00
29106,STAFF ASST,TRANSPORTN,$68580.0,2000-01-21 00:00:00
29107,ARCHITECTURAL IRON WORKER,GENERAL SERVICES,$89232.0,2000-09-16 00:00:00
29108,LIEUTENANT,FIRE,$99756.0,2000-03-06 00:00:00
29109,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-05-15 00:00:00
29110,SERGEANT,POLICE,$99444.0,2000-03-06 00:00:00
29111,STAFF ASST,WATER MGMNT,$58812.0,2000-08-15 00:00:00
29112,LAW CLERK,LAW,$25152.4,2000-10-21 00:00:00
29113,SENIOR DATA ENTRY OPERATOR,POLICE,$55212.0,2000-03-26 00:00:00
29114,SUPVSR OF DATA ENTRY OPERATORS,POLICE,$69648.0,2000-09-02 00:00:00
29115,CROSSING GUARD - PER AGREEMENT,POLICE,$16317.6,2000-04-04 00:00:00
29116,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-01-04 00:00:00
29117,LIBRARY CLERK,PUBLIC LIBRARY,$38064.0,2000-10-03 00:00:00
29118,TIMEKEEPER - CPD,POLICE,$63456.0,2000-05-19 00:00:00
29119,PROGRAM DIRECTOR SPECIAL EVENTS,CULTURAL AFFAIRS,$99696.0,2000-02-25 00:00:00
29120,REFUSE COLLECTION COORD,STREETS & SAN,$79512.0,2000-08-05 00:00:00
29121,PRINCIPAL DATA BASE ANALYST,DoIT,$102024.0,2000-03-09 00:00:00
29122,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$100182.0,2000-09-21 00:00:00
29123,POLICE OFFICER,POLICE,$71748.0,2000-07-13 00:00:00
29124,LIEUTENANT,FIRE,$99756.0,2000-02-13 00:00:00
29125,POLICE OFFICER,POLICE,$86130.0,2000-07-24 00:00:00
29126,CAPTAIN-PARAMEDIC,FIRE,$124320.0,2000-09-13 00:00:00
29127,POLICE OFFICER,POLICE,$80724.0,2000-06-03 00:00:00
29128,FIREFIGHTER-EMT,FIRE,$79140.0,2000-03-06 00:00:00
29129,CLERK - BD OF ELECTIONS,BOARD OF ELECTION,$28608.0,2000-07-28 00:00:00
29130,POLICE OFFICER,POLICE,$78012.0,2000-10-26 00:00:00
29131,SENIOR PROGRAMMER/ANALYST,FAMILY & SUPPORT,$99648.0,2000-06-13 00:00:00
29132,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-08-04 00:00:00
29133,POOL MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-07-10 00:00:00
29134,ASST TO THE ALDERMAN,CITY COUNCIL,$87552.0,2000-07-07 00:00:00
29135,POLICE OFFICER,POLICE,$61530.0,2000-03-14 00:00:00
29136,PERSONAL COMPUTER OPERATOR I,POLICE,$45828.0,2000-02-18 00:00:00
29137,FIREFIGHTER,FIRE,$80724.0,2000-11-05 00:00:00
29138,POLICE OFFICER,POLICE,$86130.0,2000-05-16 00:00:00
29139,SERGEANT,POLICE,$105864.0,2000-12-19 00:00:00
29140,POLICE OFFICER,POLICE,$78012.0,2000-02-03 00:00:00
29141,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-08-01 00:00:00
29142,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-11-28 00:00:00
29143,POLICE OFFICER,POLICE,$65016.0,2000-07-09 00:00:00
29144,SERGEANT,POLICE,$99444.0,2000-10-14 00:00:00
29145,POLICE OFFICER,POLICE,$75372.0,2000-01-28 00:00:00
29146,SENIOR EMERGENCY MANAGEMENT COORD,HEALTH,$71088.0,2000-12-24 00:00:00
29147,FIREFIGHTER-EMT,FIRE,$81906.0,2000-01-11 00:00:00
29148,LIBRARIAN II,PUBLIC LIBRARY,$76524.0,2000-11-12 00:00:00
29149,LIEUTENANT-EMT,FIRE,$98394.0,2000-10-25 00:00:00
29150,COORD OF ECONOMIC DEVELOPMENT,COMMUNITY DEVELOPMENT,$76512.0,2000-08-12 00:00:00
29151,POLICE OFFICER,POLICE,$80724.0,2000-10-16 00:00:00
29152,FIREFIGHTER/PARAMEDIC,FIRE,$81018.0,2000-12-03 00:00:00
29153,POLICE OFFICER,POLICE,$80724.0,2000-04-16 00:00:00
29154,POLICE OFFICER,POLICE,$78012.0,2000-11-10 00:00:00
29155,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,$96262.4,2000-04-23 00:00:00
29156,LIEUTENANT,FIRE,$99756.0,2000-08-09 00:00:00
29157,FIREFIGHTER/PARAMEDIC,FIRE,$81018.0,2000-11-02 00:00:00
29158,POLICE OFFICER,POLICE,$75372.0,2000-04-18 00:00:00
29159,ASST CORPORATION COUNSEL SUPVSR,LAW,$84864.0,2000-10-25 00:00:00
29160,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-08-05 00:00:00
29161,LABORER,AVIATION,$65249.6,2000-04-28 00:00:00
29162,POLICE OFFICER,POLICE,$75372.0,2000-08-12 00:00:00
29163,PROJECT COORD,GENERAL SERVICES,$73752.0,2000-11-23 00:00:00
29164,POLICE OFFICER,POLICE,$78012.0,2000-12-17 00:00:00
29165,MGR OF EMERGENCY MANAGEMENT SERVICES,OEMC,$82524.0,2000-07-19 00:00:00
29166,CROSSING GUARD,POLICE,$17316.0,2000-11-10 00:00:00
29167,FIREFIGHTER,FIRE,$87324.0,2000-08-06 00:00:00
29168,FIREFIGHTER-EMT,FIRE,$88164.0,2000-06-15 00:00:00
29169,POLICE OFFICER,POLICE,$75372.0,2000-03-26 00:00:00
29170,PARAMEDIC I/C,FIRE,$84396.0,2000-04-19 00:00:00
29171,SERGEANT,POLICE,$105864.0,2000-12-16 00:00:00
29172,AVIATION SECURITY OFFICER,AVIATION,$73032.0,2000-10-03 00:00:00
29173,CROSSING GUARD,POLICE,$19895.2,2000-02-25 00:00:00
29174,SANITATION LABORER,STREETS & SAN,$70969.6,2000-08-27 00:00:00
29175,LIEUTENANT-EMT,FIRE,$104742.0,2000-07-12 00:00:00
29176,PRINCIPAL PROGRAMMER/ANALYST,INSPECTOR GEN,$83352.0,2000-08-05 00:00:00
29177,POLICE OFFICER,POLICE,$78012.0,2000-12-11 00:00:00
29178,ASST CORPORATION COUNSEL SUPVSR,LAW,$102492.0,2000-03-23 00:00:00
29179,PLUMBER,WATER MGMNT,$95784.0,2000-11-17 00:00:00
29180,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-05-28 00:00:00
29181,ADMINISTRATIVE SERVICES OFFICER I,POLICE,$75240.0,2000-04-03 00:00:00
29182,FIREFIGHTER/PARAMEDIC,FIRE,$81018.0,2000-05-28 00:00:00
29183,SERGEANT,POLICE,$105864.0,2000-11-08 00:00:00
29184,POLICE OFFICER,POLICE,$75372.0,2000-03-24 00:00:00
29185,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-12-04 00:00:00
29186,POLICE COMMUNICATIONS OPERATOR II,OEMC,$63552.0,2000-02-17 00:00:00
29187,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-05-02 00:00:00
29188,MACHINIST (AUTO) POLICE MOTOR MAINT,GENERAL SERVICES,$91353.6,2000-03-03 00:00:00
29189,SEWER BRICKLAYER,WATER MGMNT,$86486.4,2000-11-28 00:00:00
29190,POLICE OFFICER,POLICE,$80724.0,2000-03-03 00:00:00
29191,POLICE OFFICER,POLICE,$78012.0,2000-07-12 00:00:00
29192,SUPERVISING SANITARIAN,HEALTH,$88812.0,2000-01-11 00:00:00
29193,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-06-08 00:00:00
29194,POLICE OFFICER,POLICE,$78012.0,2000-05-16 00:00:00
29195,POLICE OFFICER,POLICE,$75372.0,2000-11-16 00:00:00
29196,POLICE COMMUNICATIONS OPERATOR II,OEMC,$76452.0,2000-08-18 00:00:00
29197,PLUMBING INSPECTOR I/C,WATER MGMNT,$100068.0,2000-06-02 00:00:00
29198,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-02-22 00:00:00
29199,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-04-27 00:00:00
29200,EQUIPMENT DISPATCHER,AVIATION,$71635.2,2000-02-01 00:00:00
29201,POLICE OFFICER,POLICE,$65016.0,2000-12-22 00:00:00
29202,FIREFIGHTER,FIRE,$80724.0,2000-12-17 00:00:00
29203,FIREFIGHTER,FIRE,$75372.0,2000-04-15 00:00:00
29204,DISPATCH CLERK,ANIMAL CONTRL,$47580.0,2000-12-11 00:00:00
29205,POLICE OFFICER,POLICE,$61530.0,2000-04-08 00:00:00
29206,FIREFIGHTER,FIRE,$75372.0,2000-08-27 00:00:00
29207,FIREFIGHTER-EMT,FIRE,$79140.0,2000-09-03 00:00:00
29208,POLICE OFFICER,POLICE,$78012.0,2000-07-20 00:00:00
29209,POLICE COMMUNICATIONS OPERATOR I,OEMC,$63552.0,2000-11-12 00:00:00
29210,MANAGING DEPUTY COMMISSIONER,STREETS & SAN,$142464.0,2000-05-07 00:00:00
29211,POLICE OFFICER,POLICE,$78012.0,2000-02-01 00:00:00
29212,FIRE COMMUNICATIONS OPERATOR II,OEMC,$90202.68,2000-09-13 00:00:00
29213,SERGEANT,POLICE,$102564.0,2000-06-22 00:00:00
29214,FIREFIGHTER,FIRE,$80724.0,2000-11-25 00:00:00
29215,POLICE OFFICER,POLICE,$83706.0,2000-10-01 00:00:00
29216,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-10-16 00:00:00
29217,PROJECT MANAGER,BUSINESS AFFAIRS,$64764.0,2000-09-08 00:00:00
29218,PAINTER,AVIATION,$84760.0,2000-05-17 00:00:00
29219,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-12-07 00:00:00
29220,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-11-26 00:00:00
29221,ELECTRICAL MECHANIC,GENERAL SERVICES,$89440.0,2000-04-16 00:00:00
29222,LIEUTENANT-EMT,FIRE,$108132.0,2000-05-11 00:00:00
29223,POLICE OFFICER,POLICE,$75372.0,2000-09-10 00:00:00
29224,ALDERMAN,CITY COUNCIL,$106557.96,2000-06-01 00:00:00
29225,BLACKSMITH,GENERAL SERVICES,$87630.4,2000-05-09 00:00:00
29226,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-01-19 00:00:00
29227,POLICE OFFICER,POLICE,$78012.0,2000-05-22 00:00:00
29228,POLICE OFFICER,POLICE,$78012.0,2000-11-11 00:00:00
29229,POLICE OFFICER,POLICE,$78012.0,2000-12-16 00:00:00
29230,POLICE OFFICER,POLICE,$75372.0,2000-07-21 00:00:00
29231,POLICE OFFICER,POLICE,$83706.0,2000-04-02 00:00:00
29232,POLICE OFFICER,POLICE,$75372.0,2000-05-09 00:00:00
29233,ASST ADMINISTRATIVE SECRETARY I,MAYOR'S OFFICE,$46428.0,2000-09-11 00:00:00
29234,LINEMAN,TRANSPORTN,$93288.0,2000-03-20 00:00:00
29235,POOL MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-10-06 00:00:00
29236,SUPERVISING SANITARIAN,HEALTH,$77280.0,2000-09-27 00:00:00
29237,FIREFIGHTER,FIRE,$80724.0,2000-10-21 00:00:00
29238,AVIATION SECURITY OFFICER,AVIATION,$73032.0,2000-10-03 00:00:00
29239,POLICE COMMUNICATIONS OPERATOR II,OEMC,$87912.0,2000-12-22 00:00:00
29240,POLICE OFFICER,POLICE,$75372.0,2000-04-25 00:00:00
29241,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-10-08 00:00:00
29242,FOSTER GRANDPARENT,FAMILY & SUPPORT,$2756.0,2000-07-20 00:00:00
29243,POLICE OFFICER,POLICE,$83706.0,2000-02-24 00:00:00
29244,POLLING PLACE INVESTIGATOR I,BOARD OF ELECTION,$34860.0,2000-07-23 00:00:00
29245,POLICE OFFICER,POLICE,$43104.0,2000-10-01 00:00:00
29246,POLICE OFFICER,POLICE,$83706.0,2000-06-28 00:00:00
29247,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-03-23 00:00:00
29248,POLICE OFFICER,POLICE,$75372.0,2000-12-27 00:00:00
29249,SANITATION LABORER,STREETS & SAN,$70969.6,2000-12-10 00:00:00
29250,SANITATION LABORER,STREETS & SAN,$70969.6,2000-11-25 00:00:00
29251,CLERK IV,OEMC,$55212.0,2000-12-18 00:00:00
29252,POLICE OFFICER,POLICE,$61530.0,2000-01-15 00:00:00
29253,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-06-18 00:00:00
29254,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-06-07 00:00:00
29255,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-04-12 00:00:00
29256,ADMINISTRATIVE ASST II,BUSINESS AFFAIRS,$52740.0,2000-01-22 00:00:00
29257,LIBRARY ASSOCIATE,PUBLIC LIBRARY,$62916.0,2000-05-24 00:00:00
29258,HOISTING ENGINEER,TRANSPORTN,$95888.0,2000-09-09 00:00:00
29259,ASPHALT LABORER,TRANSPORTN,$76960.0,2000-10-20 00:00:00
29260,SANITATION LABORER,STREETS & SAN,$70969.6,2000-10-20 00:00:00
29261,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$56326.4,2000-03-27 00:00:00
29262,AVIATION SECURITY OFFICER,AVIATION,$69708.0,2000-01-07 00:00:00
29263,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-10-03 00:00:00
29264,LABORER - APPRENTICE,WATER MGMNT,$53872.0,2000-05-12 00:00:00
29265,POLICE OFFICER,POLICE,$80724.0,2000-04-22 00:00:00
29266,POLICE OFFICER,POLICE,$80724.0,2000-10-08 00:00:00
29267,SENIOR DATA ENTRY OPERATOR,POLICE,$52740.0,2000-02-11 00:00:00
29268,ACCOUNTANT IV,COMMUNITY DEVELOPMENT,$91224.0,2000-04-10 00:00:00
29269,POLICE COMMUNICATIONS OPERATOR II,OEMC,$66552.0,2000-10-06 00:00:00
29270,LIEUTENANT-EMT,FIRE,$98394.0,2000-08-18 00:00:00
29271,DEPUTY DISTRICT CHIEF,FIRE,$148914.0,2000-09-26 00:00:00
29272,TRAINING OFFICER,POLICE,$83832.0,2000-02-12 00:00:00
29273,POLICE OFFICER,POLICE,$80724.0,2000-02-28 00:00:00
29274,FIREFIGHTER,FIRE,$50490.0,2000-04-28 00:00:00
29275,LIBRARY ASSOCIATE,PUBLIC LIBRARY,$62916.0,2000-04-01 00:00:00
29276,POLICE OFFICER,POLICE,$78012.0,2000-05-06 00:00:00
29277,CAPTAIN-EMT,FIRE,$117828.0,2000-11-19 00:00:00
29278,POLICE OFFICER,POLICE,$83706.0,2000-01-27 00:00:00
29279,FINGERPRINT TECHNICIAN II,POLICE,$60600.0,2000-10-20 00:00:00
29280,ELECTRICAL MECHANIC,TRANSPORTN,$89440.0,2000-01-03 00:00:00
29281,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-04-05 00:00:00
29282,LIBRARY PAGE,PUBLIC LIBRARY,$11627.2,2000-12-24 00:00:00
29283,POLICE OFFICER,POLICE,$80724.0,2000-07-12 00:00:00
29284,LIEUTENANT-EMT,FIRE,$108132.0,2000-06-02 00:00:00
29285,POLICE OFFICER,POLICE,$78012.0,2000-11-23 00:00:00
29286,FIREFIGHTER-EMT,FIRE,$79140.0,2000-07-16 00:00:00
29287,COMMUNICATIONS OPERATOR I - 311,OEMC,$48048.0,2000-04-18 00:00:00
29288,LIBRARY PAGE,PUBLIC LIBRARY,$11627.2,2000-10-19 00:00:00
29289,POLICE OFFICER,POLICE,$75372.0,2000-01-12 00:00:00
29290,FRM OF MACHINISTS - AUTOMOTIVE,GENERAL SERVICES,$96553.6,2000-01-27 00:00:00
29291,FIREFIGHTER-EMT,FIRE,$79140.0,2000-10-01 00:00:00
29292,BATTALION CHIEF,FIRE,$126402.0,2000-09-20 00:00:00
29293,POLICE OFFICER,POLICE,$80724.0,2000-01-26 00:00:00
29294,EXEC ADMINISTRATIVE ASST II,PROCUREMENT,$67224.0,2000-05-21 00:00:00
29295,STUDENT INTERN,FINANCE,$17290.0,2000-04-24 00:00:00
29296,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-02-12 00:00:00
29297,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-02-06 00:00:00
